Recency(Days),Frequency,Monetary(£)
40,62,1243.28
146,43,639.31
41,99,1097.1900000000003
13,4,91.8
29,60,1096.5599999999997
37,29,666.8399999999999
9,24,374.57000000000005
143,7,207.68
17,32,116.01000000000002
7,24,307.25999999999993
7,72,708.7600000000002
37,72,492.8400000000001
173,17,282.45
17,182,3946.810000000001
36,11,121.17999999999999
77,56,1881.36
5,83,735.5299999999996
181,37,236.01999999999995
2,2,114.60000000000001
9,29,260.68
81,29,117.88000000000001
126,3,60.7
2,76,1285.6500000000003
10,32,550.7700000000001
0,57,869.4599999999999
6,3,52.739999999999995
20,54,517.21
144,22,353.47999999999996
1,10,310.7800000000001
0,143,780.5799999999998
47,51,690.8000000000002
83,7,133.62000000000003
69,5,259.6
23,109,2150.8499999999995
51,13,2721.9599999999996
27,16,108.21000000000001
72,2,358.0
49,186,769.8699999999995
3,52,426.72999999999996
65,43,605.1200000000001
25,58,1031.0699999999997
15,36,744.8500000000003
2,27,589.6800000000002
164,8,111.19999999999999
56,13,270.40000000000003
113,27,121.74000000000001
41,16,430.5
8,25,501.12
145,5,78.21000000000001
113,21,419.57000000000005
176,20,553.9200000000001
0,8,164.96
2,23,473.96
81,87,292.3199999999999
81,8,557.6200000000001
2,887,3981.4600000000005
27,78,1771.0200000000004
2,117,2184.03
8,129,955.2999999999998
21,15,276.56000000000006
104,16,138.97999999999996
143,23,453.55000000000007
6,8,258.4
31,46,542.73
69,11,126.3
83,44,422.85
20,7,93.66
14,50,739.0199999999999
146,42,361.10999999999996
128,5,87.4
14,11,450.95000000000005
110,2,360.0
155,22,365.2900000000001
94,16,137.19
145,1,63.75
12,58,1423.4999999999995
22,1,15.0
13,28,570.56
36,19,293.77
19,20,314.38
13,44,923.7199999999996
70,59,2841.0799999999995
109,4,150.83999999999997
56,107,1533.7000000000003
63,11,567.36
8,25,199.48
12,16,630.0999999999999
21,43,3949.41
72,12,675.3
103,41,1306.6000000000001
111,10,484.7999999999999
113,40,805.1099999999998
5,21,350.9
73,184,2465.419999999999
68,51,795.12
36,134,10736.47999999999
163,22,303.93
150,68,1656.15
61,8,341.36
173,14,233.76
1,16,247.31999999999996
7,43,910.7199999999998
51,24,397.9800000000001
62,51,743.5300000000003
83,32,674.7
71,42,768.2400000000001
20,24,431.25999999999993
0,117,2272.79
8,60,992.5000000000002
61,10,134.96
172,128,2225.3700000000013
41,1,56.160000000000004
182,1,35.400000000000006
21,23,378.64
51,102,2244.3700000000003
17,52,273.0299999999999
12,122,2555.4600000000005
36,135,3539.04
53,36,627.1500000000001
2,33,540.07
65,13,544.0799999999999
23,118,1885.8400000000001
147,21,307.72
12,31,954.3699999999998
63,24,937.41
8,3,75.0
25,11,252.48999999999998
15,13,458.02
98,18,213.55000000000004
124,20,532.8
34,19,712.5000000000001
2,157,3302.7099999999996
143,16,221.05999999999995
125,10,140.35
31,40,1026.04
42,128,2601.5500000000006
99,51,1222.64
1,116,2575.749999999999
10,29,582.6
1,74,218.46999999999994
1,67,1006.8000000000001
9,53,652.0699999999999
65,5,461.4000000000001
15,58,2661.359999999999
110,12,196.88999999999996
5,60,1455.29
82,13,296.64000000000004
14,19,291.88
17,36,924.54
17,118,914.2500000000001
156,9,171.97999999999996
15,16,365.40000000000003
40,17,183.44
129,17,884.2
91,18,297.95000000000005
1,20,301.25
9,125,2060.6700000000005
106,7,115.5
12,121,1638.6400000000003
29,21,422.64
178,24,371.95999999999987
48,48,847.5899999999999
36,50,810.5699999999999
69,32,504.96000000000004
48,23,382.24999999999994
96,3,162.48000000000002
29,35,461.6000000000001
86,37,909.0399999999997
88,3,359.28
1,9,152.32
7,14,177.4
62,17,216.84999999999997
173,22,295.93
98,142,2092.84
57,12,110.97
27,9,303.79999999999995
36,94,1472.6699999999987
64,4,152.20000000000002
63,59,891.1200000000002
12,37,1243.41
20,143,2109.0699999999997
76,38,659.4399999999998
41,9,110.8
116,26,1148.68
1,309,656.8299999999998
80,5,125.80000000000001
31,18,520.9800000000001
5,4,345.9
21,178,1678.1200000000008
69,8,126.65999999999998
172,66,210.30999999999983
55,33,124.14999999999999
28,165,3133.2900000000004
0,141,2788.6399999999994
22,22,1114.05
76,16,315.69
30,38,168.50000000000006
3,71,438.8299999999997
57,61,281.00999999999993
16,25,472.6
64,81,2559.23
19,18,343.37999999999994
14,80,280.39
117,14,141.86
72,82,1799.3299999999988
75,49,777.5300000000001
10,38,240.22000000000006
31,176,874.7099999999997
164,44,192.85000000000005
8,61,255.42999999999998
57,27,239.49000000000004
3,179,1113.3600000000001
41,23,262.63
14,36,584.6599999999999
1,86,3515.759999999998
16,63,1330.849999999999
5,14,302.34
146,53,781.0300000000002
181,24,142.40000000000003
34,11,347.0
6,148,1991.1299999999994
5,21,379.65000000000003
173,20,340.9
56,6,95.94000000000001
99,104,1573.9800000000005
43,26,396.96999999999997
3,148,411.59999999999985
38,41,167.4200000000001
36,57,320.11999999999995
173,23,428.88999999999993
17,27,164.34
49,40,210.51999999999995
31,98,678.0099999999996
21,61,855.0499999999998
15,192,1404.7099999999998
31,31,413.07
164,13,177.34000000000003
107,19,213.85
20,53,1018.1000000000004
14,38,4083.3600000000006
66,60,1485.2399999999998
124,7,1639.27
15,128,1765.5699999999995
26,150,1213.1600000000003
83,6,105.1
43,8,125.64999999999999
6,8,122.64000000000001
65,40,1033.3400000000001
117,66,354.7999999999999
111,20,347.94000000000005
7,146,2624.260000000001
22,5,252.1
0,57,1245.5800000000002
7,17,298.23999999999995
30,5,79.2
36,25,456.84000000000003
26,146,2332.7299999999996
105,35,549.3199999999999
155,49,379.65000000000003
1,7,229.79999999999998
25,37,668.4100000000001
170,13,189.47
51,4,20.599999999999998
140,87,305.0199999999998
41,9,218.55
66,25,349.70000000000016
9,65,396.9199999999999
23,10,178.38
23,16,232.60000000000005
30,167,1330.8299999999988
8,37,500.21
36,35,3113.960000000001
55,8,72.0
143,6,910.0
20,9,172.25
15,22,631.69
56,38,1010.5600000000003
146,14,308.58
17,93,1321.46
13,96,1644.7799999999997
135,11,204.54000000000002
59,20,330.78999999999996
111,8,180.48000000000002
149,10,228.83999999999997
47,51,672.6500000000001
149,5,192.5
6,40,702.9399999999999
107,17,367.80000000000007
22,40,905.6900000000002
178,6,199.85000000000002
91,23,292.68000000000006
19,20,333.4800000000001
98,19,303.09
126,21,445.8500000000001
149,20,308.12
19,33,491.86
9,3,216.9
62,34,668.43
7,116,1459.2700000000007
98,31,1046.1599999999999
23,26,291.53999999999996
149,8,229.4
44,17,1283.8999999999996
86,51,887.2899999999998
23,4,126.6
0,341,2047.580000000002
9,84,2809.2500000000005
2,20,935.2099999999998
62,25,659.41
45,29,151.7
41,70,1070.65
61,208,1521.7600000000002
16,197,10414.469999999998
172,71,445.90999999999985
72,22,344.99999999999994
94,9,178.7
161,9,116.28000000000002
3,53,408.19000000000005
0,20,1803.9600000000003
66,24,202.64000000000001
107,23,347.15999999999997
69,85,1723.86
43,7,424.35999999999996
143,10,256.38
37,18,305.74
151,12,155.05
19,34,827.5099999999998
85,5,297.0
33,33,484.9999999999999
21,65,1168.8599999999997
47,58,1562.1200000000001
13,122,2732.8999999999996
49,14,218.28000000000006
28,12,425.05
135,17,115.49
31,91,468.38000000000005
9,40,957.6600000000001
126,20,465.96000000000004
167,10,189.5
48,93,412.0499999999998
13,15,209.49000000000004
7,16,1105.0
8,4,40.949999999999996
16,55,834.57
108,67,241.47999999999996
27,98,1589.53
2,20,361.62
173,9,312.98
113,1,320.0
42,101,1537.95
48,23,1090.14
15,29,2339.88
85,10,269.0
48,11,216.16999999999996
5,77,1240.0000000000005
9,94,1469.5000000000007
118,22,299.56
127,16,260.04
65,7,145.67
65,53,876.4400000000002
114,168,1519.9899999999989
31,83,2210.11
13,242,4391.620000000003
28,92,1443.7600000000002
143,7,122.69999999999999
77,3,117.24000000000001
45,36,1281.53
12,121,2420.0400000000013
2,126,10687.98
2,65,1191.1299999999999
1,53,895.5500000000002
62,16,243.56000000000003
113,15,416.9
9,75,1243.9099999999999
17,27,632.97
13,20,375.12
12,81,1614.31
41,17,311.15999999999997
7,19,388.52000000000004
84,1,8.5
63,38,657.8100000000001
70,98,1739.0499999999997
48,74,1408.9399999999996
2,18,292.88
40,13,206.66
40,22,1014.6399999999999
20,31,314.1600000000001
44,20,351.13000000000005
53,44,629.3999999999999
14,11,223.85000000000002
65,21,348.99
1,27,464.56999999999994
160,7,429.79999999999995
48,17,337.3399999999999
100,23,608.7899999999998
161,27,361.28
160,9,158.85
14,33,384.0499999999999
8,49,839.1400000000002
12,27,2869.05
70,2,75.6
15,141,2124.4099999999994
2,36,728.5600000000001
167,7,158.4
178,44,1208.31
43,11,1854.3599999999997
48,30,378.5899999999999
115,33,322.96
45,108,750.2
70,58,260.76
12,12,230.22
12,11,169.55
136,2,80.7
7,406,5678.38
9,114,2115.44
61,6,44.35
40,28,413.59
27,262,2118.8899999999994
5,15,196.79
64,54,869.8700000000001
51,11,200.14000000000001
5,271,5449.670000000001
8,13,320.46000000000004
10,164,2749.370000000001
56,16,311.3
3,86,850.6299999999999
80,5,76.8
30,80,1505.0300000000004
6,87,1383.4899999999998
125,47,529.73
34,108,2725.620000000001
0,84,2874.7200000000007
106,10,300.1
150,11,328.8
88,34,473.02
68,39,505.18000000000006
43,20,917.34
37,51,982.72
7,21,311.65999999999997
146,4,130.2
53,16,327.7
51,6,104.82000000000002
135,15,467.65999999999997
9,216,1683.5899999999995
7,80,1641.0899999999995
13,64,177.90999999999994
19,43,727.4399999999999
167,2,35.400000000000006
69,47,844.0600000000002
172,6,152.2
31,168,2461.09
17,154,479.0799999999997
100,5,1333.35
64,5,321.54
97,54,746.3600000000001
8,98,7895.059999999999
10,56,225.35999999999993
145,1,106.0
97,10,725.6400000000001
13,100,3072.3199999999983
0,41,5630.219999999998
143,27,150.03000000000003
10,295,1082.0100000000007
12,14,139.54
10,17,317.56
31,36,416.92
56,35,576.6800000000002
145,12,375.09999999999997
142,4,45.599999999999994
59,85,501.0499999999999
27,4,56.0
0,140,1391.2899999999988
47,14,161.0
3,105,442.8499999999999
128,26,194.9
64,10,1817.3999999999999
2,57,871.9799999999999
115,21,216.20999999999998
42,26,603.0500000000001
80,35,594.1600000000001
14,14,80.19999999999999
5,7,546.1
27,4,191.4
10,72,1382.7400000000002
134,3,90.0
1,160,2765.3
75,5,419.58000000000004
1,167,2740.4300000000017
1,14,643.6300000000001
83,15,257.48
51,24,331.96
8,18,397.62999999999994
5,151,2665.5499999999997
29,70,2963.509999999999
110,47,982.3800000000005
37,26,415.81999999999994
12,67,920.0499999999996
124,7,115.8
37,9,2019.6
72,72,1062.1100000000001
40,4,285.6
66,20,306.78
10,9,155.71000000000004
31,41,507.66000000000014
117,82,827.3700000000002
164,12,111.68
54,27,1696.1200000000001
61,29,1631.7700000000002
88,25,122.53999999999999
30,25,315.84
1,18,336.80000000000007
172,26,134.46
20,143,2845.0800000000017
19,193,821.6000000000001
31,165,719.7799999999997
1,88,1761.2699999999998
62,57,1649.71
0,113,1789.6199999999992
1,210,3961.0800000000004
0,374,7390.230000000011
97,6,335.52
9,28,498.2999999999999
51,26,571.1600000000001
141,44,161.02999999999997
7,10,243.8
174,10,151.73999999999998
1,68,1652.83
82,17,301.24
21,9,1070.48
27,70,1000.2299999999997
2,57,867.6100000000001
7,16,931.1899999999999
0,71,1299.92
33,12,169.48000000000002
179,10,319.42
33,113,1774.0200000000011
168,41,683.17
113,21,334.53999999999996
101,78,805.8199999999998
19,25,522.79
42,34,1242.04
85,13,227.85999999999999
33,70,1352.4
34,16,488.40999999999997
12,159,775.4600000000004
71,12,301.56000000000006
34,37,960.5599999999997
80,32,663.4900000000002
85,10,213.70000000000002
101,75,1474.0600000000006
180,20,136.77
21,74,1228.8300000000006
1,78,2879.7000000000003
132,5,120.0
41,52,1163.4499999999998
8,92,1768.030000000001
115,17,333.97
115,27,674.08
64,25,305.87000000000006
26,29,559.9700000000001
6,227,3920.9999999999995
10,85,1649.759999999999
70,34,578.4500000000002
12,22,1609.4100000000005
14,281,4618.549999999998
25,17,413.85
125,8,238.56000000000003
2,45,808.59
22,158,2634.2999999999993
138,46,681.6400000000004
8,63,1290.4799999999996
43,591,15570.08
12,108,2056.6000000000004
9,3,43.2
98,16,632.04
22,110,1803.76
42,35,2083.4199999999996
125,37,612.9099999999999
19,55,1026.78
26,20,310.26
27,79,1484.7699999999995
97,8,120.0
12,66,1579.9799999999998
173,24,508.58
29,23,352.51000000000005
1,123,1530.749999999999
105,17,305.24000000000007
26,8,183.85
154,12,311.65000000000003
8,185,3425.7099999999996
126,28,462.65999999999997
13,12,400.0100000000001
7,82,1240.5099999999998
7,21,109.01
7,60,1034.9400000000003
26,14,309.52
36,88,1525.36
12,14,358.96
88,27,272.93
22,43,759.1400000000001
1,31,133.50000000000006
58,18,282.92999999999995
155,1,51.0
27,9,231.3
117,6,90.6
80,6,87.78
34,41,225.77000000000012
10,56,903.3300000000002
111,88,1345.6399999999996
13,41,161.20000000000002
99,43,1555.5000000000002
12,454,7619.830000000013
147,75,257.67999999999995
35,29,237.11999999999998
43,56,202.6800000000001
17,131,626.07
154,42,917.8100000000001
0,14,202.11
65,140,1770.5600000000013
1,87,1576.559999999999
1,166,3027.630000000002
36,260,2414.78
2,81,2128.9600000000005
131,26,559.7
50,93,2198.159999999999
132,19,1271.8100000000002
99,50,750.7399999999999
98,58,1467.53
1,23,743.5500000000001
61,41,1393.3499999999997
33,43,770.0300000000002
82,76,1093.8700000000001
13,14,490.22
16,124,1937.2500000000002
1,114,576.7900000000002
48,12,357.92999999999995
8,201,3862.329999999999
8,1,322.08
41,17,363.34000000000003
37,16,193.05
59,17,470.35999999999996
0,312,1838.9799999999982
12,8,962.4000000000001
181,9,131.9
33,15,554.72
19,293,1039.5800000000008
9,31,562.2
0,2,273.0
9,208,696.8600000000002
57,12,108.42
51,57,302.59
1,62,264.44000000000005
13,859,2665.9199999999987
146,37,1837.9199999999996
101,15,404.34
139,116,1326.8299999999997
161,2,193.5
59,130,1058.6200000000008
50,37,926.6999999999998
8,75,467.06000000000006
2,8,163.54999999999998
54,91,741.4699999999999
65,6,149.34000000000003
34,30,537.71
10,10,1142.8100000000002
2,13,279.05
155,18,333.65000000000003
9,123,1602.2000000000007
41,14,321.91999999999996
17,131,1071.2299999999996
166,13,213.73000000000002
7,94,1863.7900000000006
16,7,139.56
41,6,123.79999999999998
33,179,1791.1000000000004
17,194,815.32
103,1,51.0
1,151,3110.1400000000012
38,85,538.6999999999999
8,88,761.7200000000001
14,98,1368.1799999999994
12,57,276.41999999999996
2,52,996.3699999999999
91,1,138.24
81,34,652.24
8,36,753.0200000000001
132,18,330.45
173,16,174.37
110,3,105.60000000000001
15,10,695.91
99,12,241.09000000000003
62,87,1090.1000000000001
10,245,3031.4499999999957
51,229,620.0399999999998
16,108,1318.5699999999997
15,45,1136.3199999999997
20,141,1187.1799999999996
48,10,355.5600000000001
173,16,281.74999999999994
6,32,537.48
0,65,800.3599999999998
26,14,475.0
147,5,103.25000000000001
15,57,902.5300000000001
3,350,3660.6899999999996
1,48,765.6200000000001
9,3,60.8
23,58,165.07000000000005
10,74,546.9499999999999
1,216,2381.040000000002
48,21,324.14000000000004
76,32,0.0
7,43,1224.9300000000007
66,69,1080.7600000000004
104,31,682.7699999999998
101,4,1432.0
47,20,729.6
110,12,227.39
31,167,1740.7100000000007
25,70,585.63
3,61,391.6999999999998
171,24,168.63
7,17,138.6
31,6,114.11
135,166,613.1300000000003
41,29,157.05
119,19,237.35999999999996
9,216,1047.1299999999992
6,197,1447.140000000001
47,125,409.16999999999985
12,88,278.40000000000003
10,97,1576.8000000000004
2,52,718.0500000000002
35,50,221.97000000000003
151,25,393.3299999999999
1,7,213.96000000000004
58,2,660.0
6,110,9846.1
49,13,1073.6
63,3,457.56
26,1,158.4
0,16,553.44
118,20,394.43999999999994
80,59,1152.0500000000002
116,21,320.58
33,103,676.67
20,13,225.84999999999997
14,94,2191.6199999999994
26,24,671.96
38,84,604.8299999999996
41,16,376.90000000000003
41,16,443.6
22,102,1749.3600000000006
6,62,1149.1099999999997
12,7,110.46
161,16,335.87
88,30,597.09
25,111,903.3000000000001
68,29,114.18000000000002
0,151,1252.6499999999999
160,51,157.94000000000003
8,50,323.82
108,14,123.14
77,30,285.73999999999995
17,4,107.95
19,123,514.82
10,99,637.89
15,14,195.24999999999997
1,329,5168.119999999998
29,110,842.4499999999999
152,34,285.28000000000003
0,41,1058.2299999999998
7,102,604.7499999999999
62,2,105.0
16,377,1067.92
97,15,628.3799999999999
25,42,1279.2499999999998
128,14,111.25
6,210,1250.7600000000014
86,8,109.12999999999998
142,38,677.7
9,254,2357.5500000000025
5,22,318.1699999999999
10,383,1406.7900000000004
115,16,707.3100000000001
6,134,3408.4900000000025
5,139,606.1300000000002
1,186,1424.9600000000014
50,25,917.07
0,120,1007.2100000000003
15,10,160.19
15,49,619.9300000000001
34,55,329.6799999999999
1,198,1368.72
21,13,245.32999999999998
138,29,187.91999999999996
1,125,518.8499999999997
15,52,718.08
58,10,268.58
98,209,870.7099999999998
25,39,256.6600000000001
12,55,932.86
2,102,3395.8800000000006
171,2,82.8
30,30,768.8100000000002
2,40,905.04
7,9,171.95
25,57,945.3299999999997
34,5,389.63999999999993
78,30,563.15
35,26,409.78
0,164,3636.2299999999996
5,38,738.9599999999998
66,19,420.5
135,14,277.12000000000006
103,17,298.6
90,7,97.5
34,7,250.55
49,39,254.10999999999996
56,69,1241.7899999999993
68,477,4814.399999999994
103,9,139.26
128,20,294.90000000000003
42,87,1120.980000000001
45,27,447.67999999999995
17,11,175.31
1,3,77.4
17,15,368.45
19,6,197.64000000000001
7,18,381.02
143,4,0.0
12,14,228.99
0,50,805.5699999999998
157,6,131.45
43,6,98.06
42,13,157.7
20,151,1479.5199999999993
81,59,193.1399999999999
88,30,303.3999999999999
6,28,445.40000000000003
66,11,193.39000000000004
31,117,1092.3800000000006
150,34,580.79
64,35,539.5500000000001
173,10,187.35
12,29,507.2900000000001
1,29,1127.7100000000003
6,57,1316.3899999999996
152,5,582.0
50,16,312.21999999999997
44,40,197.13
8,42,1132.6699999999996
1,6,102.44999999999999
21,80,1148.9400000000007
20,87,2303.8099999999995
114,90,2315.2599999999998
139,13,309.4
14,14,305.21999999999997
131,55,1143.8100000000004
15,6,261.3
58,101,2020.8400000000001
125,12,306.34999999999997
47,50,1003.2700000000001
20,60,1173.1199999999997
3,47,1056.8799999999999
10,11,170.32000000000002
43,6,125.79000000000002
16,48,841.2000000000002
50,11,266.76
1,88,11910.570000000007
147,20,396.88
12,96,2043.1699999999998
169,53,273.78000000000003
3,38,379.78999999999996
68,39,576.99
